s,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,f,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,
4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,
4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
